timestamp,close,foreignNotional,high,homeNotional,lastSize,low,open,symbol,trades,turnover,volume,vwap
2018-04-10 00:00:00,6763.0,2163601,6767.0,319.96642747,10000,6754.0,6766.0,XBTUSD,455,31996642747,2163601,6762.2397
2018-04-10 00:01:00,6762.0,2049085,6765.5,302.93680824,5572,6760.5,6763.0,XBTUSD,300,30293680824,2049085,6764.0693
2018-04-10 00:02:00,6763.0,3163371,6765.0,467.71622032000005,15568,6761.5,6762.0,XBTUSD,323,46771622032,3163371,6763.6118
2018-04-10 00:03:00,6761.5,1364781,6763.0,201.81914977000002,28550,6761.5,6763.0,XBTUSD,190,20181914977,1364781,6762.697
2018-04-10 00:04:00,6761.5,534513,6762.0,79.05277512999999,5786,6761.5,6761.5,XBTUSD,134,7905277513,534513,6761.7824
2018-04-10 00:05:00,6751.0,2350755,6762.0,348.08101134,190000,6750.0,6761.5,XBTUSD,423,34808101134,2350755,6753.5625
2018-04-10 00:06:00,6762.0,2668191,6762.0,394.7915846800001,100,6751.0,6751.0,XBTUSD,409,39479158468,2668191,6758.5834
2018-04-10 00:07:00,6764.5,3448523,6768.5,509.75497136000007,1000,6761.5,6762.0,XBTUSD,421,50975497136,3448523,6765.4421
2018-04-10 00:08:00,6759.0,827933,6764.5,122.43934579999998,1,6759.0,6764.5,XBTUSD,176,12243934580,827933,6762.2397
2018-04-10 00:09:00,6759.5,535650,6759.5,79.24816863000001,1000,6759.0,6759.0,XBTUSD,92,7924816863,535650,6759.4971
2018-04-10 00:10:00,6755.5,843561,6759.0,124.83959707,3000,6755.5,6759.5,XBTUSD,185,12483959707,843561,6757.2133
2018-04-10 00:11:00,6754.5,869149,6756.0,128.67409662,500,6754.5,6755.5,XBTUSD,134,12867409662,869149,6754.9311
2018-04-10 00:12:00,6750.5,1765733,6755.0,261.54605959,1,6750.5,6754.5,XBTUSD,261,26154605959,1765733,6751.2827
2018-04-10 00:13:00,6746.0,1492227,6751.0,221.07298428000004,7550,6746.0,6750.5,XBTUSD,298,22107298428,1492227,6750.3713
2018-04-10 00:14:00,6743.5,3132183,6746.5,464.47333298,1,6741.0,6746.0,XBTUSD,444,46447333298,3132183,6743.5431
2018-04-10 00:15:00,6750.5,1797288,6750.5,266.37782084,20773,6743.5,6743.5,XBTUSD,305,26637782084,1797288,6747.1831
2018-04-10 00:16:00,6755.0,1304672,6755.0,193.21110769999999,6325,6750.0,6750.5,XBTUSD,226,19321110770,1304672,6752.6504
2018-04-10 00:17:00,6761.0,1812445,6761.5,268.17349381,1,6755.0,6755.0,XBTUSD,326,26817349381,1812445,6758.5834
2018-04-10 00:18:00,6759.0,2561752,6766.0,378.87381371,38471,6758.5,6761.0,XBTUSD,356,37887381371,2561752,6761.7824
2018-04-10 00:19:00,6759.0,709085,6760.0,104.90842162999999,200,6758.5,6759.0,XBTUSD,85,10490842163,709085,6759.4971
2018-04-10 00:20:00,6763.0,902244,6763.0,133.47398665000003,1600,6758.5,6759.0,XBTUSD,132,13347398665,902244,6759.954
2018-04-10 00:21:00,6764.5,2138255,6767.0,316.08538785,2692,6762.5,6763.0,XBTUSD,279,31608538785,2138255,6764.9844
2018-04-10 00:22:00,6760.0,1174496,6765.0,173.65560822000003,32498,6760.0,6764.5,XBTUSD,227,17365560822,1174496,6763.6118
2018-04-10 00:23:00,6759.5,577856,6760.5,85.48484732000001,1,6759.5,6760.0,XBTUSD,126,8548484732,577856,6759.954
2018-04-10 00:24:00,6757.0,789697,6760.0,116.83721249,1,6757.0,6759.5,XBTUSD,155,11683721249,789697,6759.0402
2018-04-10 00:25:00,6753.5,2940188,6757.5,435.47989736999995,100,6747.0,6757.0,XBTUSD,495,43547989737,2940188,6751.7386
2018-04-10 00:26:00,6754.0,466138,6754.0,69.01845164,8000,6753.5,6753.5,XBTUSD,129,6901845164,466138,6754.0186
2018-04-10 00:27:00,6756.5,727367,6757.0,107.67895272000001,1,6753.5,6754.0,XBTUSD,175,10767895272,727367,6755.3874
2018-04-10 00:28:00,6752.0,383988,6757.0,56.84851023,1,6750.5,6756.5,XBTUSD,185,5684851023,383988,6754.9311
2018-04-10 00:29:00,6753.0,357294,6753.5,52.91090566,1000,6752.0,6752.0,XBTUSD,134,5291090566,357294,6753.1064
2018-04-10 00:30:00,6753.0,181318,6753.5,26.848408469999995,1,6753.0,6753.0,XBTUSD,83,2684840847,181318,6753.5625
2018-04-10 00:31:00,6747.5,842269,6753.5,124.7490178,1,6747.5,6753.0,XBTUSD,204,12474901780,842269,6751.7386
2018-04-10 00:32:00,6747.0,2724148,6748.0,404.13013194,788,6735.0,6747.5,XBTUSD,641,40413013194,2724148,6740.8156
2018-04-10 00:33:00,6749.5,1682353,6750.0,249.3159179799999,1550,6745.0,6747.0,XBTUSD,229,24931591798,1682353,6748.0937
2018-04-10 00:34:00,6748.0,625254,6750.0,92.63584277000001,1204,6748.0,6749.5,XBTUSD,124,9263584277,625254,6749.9156
2018-04-10 00:35:00,6744.0,462492,6748.5,68.55553219999999,100,6743.5,6748.0,XBTUSD,124,6855553220,462492,6746.2727
2018-04-10 00:36:00,6748.5,404223,6749.0,59.92534658,2000,6743.5,6744.0,XBTUSD,155,5992534658,404223,6745.8176
2018-04-10 00:37:00,6751.0,634263,6751.0,93.97066509000003,500,6748.5,6748.5,XBTUSD,115,9397066509,634263,6749.9156
2018-04-10 00:38:00,6753.5,489140,6754.0,72.42885472999998,300,6750.5,6751.0,XBTUSD,151,7242885473,489140,6753.5625
2018-04-10 00:39:00,6754.5,412506,6755.0,61.07223866000001,10,6753.5,6753.5,XBTUSD,92,6107223866,412506,6754.4748
2018-04-10 00:40:00,6749.5,851789,6755.0,126.13796331,1000,6749.5,6754.5,XBTUSD,151,12613796331,851789,6753.1064
2018-04-10 00:41:00,6750.0,53105,6750.0,7.8677765299999995,6,6749.5,6749.5,XBTUSD,65,786777653,53105,6749.9156
2018-04-10 00:42:00,6751.5,397292,6751.5,58.85473094000001,10298,6749.5,6750.0,XBTUSD,74,5885473094,397292,6750.827
2018-04-10 00:43:00,6754.5,197309,6754.5,29.21966685,1000,6751.0,6751.5,XBTUSD,94,2921966685,197309,6752.6504
2018-04-10 00:44:00,6758.0,1272649,6758.0,188.37806082999998,1286,6754.0,6754.5,XBTUSD,214,18837806083,1272649,6755.8438
2018-04-10 00:45:00,6758.5,779117,6759.0,115.27578447000002,250,6757.5,6758.0,XBTUSD,126,11527578447,779117,6759.0402
2018-04-10 00:46:00,6756.0,600066,6759.0,88.79508028,2175,6755.5,6758.5,XBTUSD,117,8879508028,600066,6758.1266
2018-04-10 00:47:00,6753.0,368136,6756.0,54.49820278,300,6753.0,6756.0,XBTUSD,92,5449820278,368136,6755.3874
2018-04-10 00:48:00,6753.0,250651,6753.5,37.11629818,100,6753.0,6753.0,XBTUSD,44,3711629818,250651,6753.5625
2018-04-10 00:49:00,6753.0,113217,6753.5,16.76479888,10,6753.0,6753.0,XBTUSD,40,1676479888,113217,6753.5625
2018-04-10 00:50:00,6751.0,484966,6753.0,71.81949597,10000,6751.0,6753.0,XBTUSD,124,7181949597,484966,6752.6504
2018-04-10 00:51:00,6751.0,173546,6751.5,25.706852070000004,243,6751.0,6751.0,XBTUSD,50,2570685207,173546,6751.2827
2018-04-10 00:52:00,6751.5,196826,6751.5,29.155763830000005,2500,6751.0,6751.0,XBTUSD,44,2915576383,196826,6751.2827
2018-04-10 00:53:00,6753.5,318311,6753.5,47.14488225000001,4400,6751.0,6751.5,XBTUSD,108,4714488225,318311,6752.1945
2018-04-10 00:54:00,6753.0,441622,6753.5,65.39234062999999,4045,6753.0,6753.5,XBTUSD,78,6539234063,441622,6753.5625
2018-04-10 00:55:00,6753.0,102411,6753.5,15.16460229,1521,6753.0,6753.0,XBTUSD,38,1516460229,102411,6753.5625
2018-04-10 00:56:00,6757.5,1009597,6758.5,149.45634138999995,250,6753.5,6753.0,XBTUSD,135,14945634139,1009597,6755.3874
2018-04-10 00:57:00,6755.5,222773,6758.0,32.96780811000001,20,6755.5,6757.5,XBTUSD,109,3296780811,222773,6757.67
2018-04-10 00:58:00,6755.5,175631,6756.0,25.998845109999998,50,6755.0,6755.5,XBTUSD,62,2599884511,175631,6755.3874
2018-04-10 00:59:00,6754.0,283262,6755.5,41.935948530000005,5000,6753.5,6755.5,XBTUSD,67,4193594853,283262,6754.9311
2018-04-10 01:00:00,6751.0,910887,6754.0,134.87767962,185,6751.0,6754.0,XBTUSD,168,13487767962,910887,6753.5625
2018-04-10 01:01:00,6750.0,210225,6751.5,31.141138899999994,3486,6750.0,6751.0,XBTUSD,95,3114113890,210225,6750.827
2018-04-10 01:02:00,6737.5,1953002,6750.0,289.69052539000006,999,6737.5,6750.0,XBTUSD,482,28969052539,1953002,6741.7245
2018-04-10 01:03:00,6744.0,1538788,6744.0,228.30419999999995,4,6737.0,6737.5,XBTUSD,267,22830420000,1538788,6740.3613
2018-04-10 01:04:00,6743.5,395700,6744.0,58.677685229999994,100,6743.5,6744.0,XBTUSD,100,5867768523,395700,6743.9978
2018-04-10 01:05:00,6736.5,1130020,6744.0,167.61740104999998,1000,6736.5,6743.5,XBTUSD,230,16761740105,1130020,6741.7245
2018-04-10 01:06:00,6731.0,1655958,6737.0,245.98793838,1,6731.0,6736.5,XBTUSD,419,24598793838,1655958,6732.1933
