timestamp,close,foreignNotional,high,homeNotional,lastSize,low,open,symbol,trades,turnover,volume,vwap
2018-04-10 00:00:00,6763.0,13805559,6768.5,2042.0957131200005,10000,6750.5,6760.0,XBTUSD,2218,204209571312,13805559,6760.8681
2018-04-10 00:05:00,6751.0,9462505,6765.5,1399.6059648000003,190000,6750.0,6763.0,XBTUSD,1370,139960596480,9462505,6760.8681
2018-04-10 00:10:00,6755.5,8323858,6768.5,1231.07366754,3000,6751.0,6751.0,XBTUSD,1283,123107366754,8323858,6761.7824
2018-04-10 00:15:00,6750.5,9056580,6756.0,1342.14429431,20773,6741.0,6755.5,XBTUSD,1442,134214429431,9056580,6748.0937
2018-04-10 00:20:00,6763.0,7290198,6766.0,1078.6408235000001,1600,6750.0,6750.5,XBTUSD,1125,107864082350,7290198,6759.0402
2018-04-10 00:25:00,6753.5,7620492,6767.0,1127.5429532499998,100,6747.0,6763.0,XBTUSD,1282,112754295325,7620492,6758.5834
2018-04-10 00:30:00,6753.0,2116105,6757.0,313.3052287199999,1,6750.5,6753.5,XBTUSD,706,31330522872,2116105,6754.4748
2018-04-10 00:35:00,6744.0,6336516,6753.5,939.3864426899999,100,6735.0,6753.0,XBTUSD,1322,93938644269,6336516,6745.8176
2018-04-10 00:40:00,6749.5,2791921,6755.0,413.53506837000003,1000,6743.5,6744.0,XBTUSD,664,41353506837,2791921,6751.7386
2018-04-10 00:45:00,6758.5,2699472,6759.0,399.59601962000005,250,6749.5,6749.5,XBTUSD,573,39959601962,2699472,6755.8438
2018-04-10 00:50:00,6751.0,1817036,6759.0,268.99387608999996,10000,6751.0,6758.5,XBTUSD,417,26899387609,1817036,6755.3874
2018-04-10 00:55:00,6753.0,1232716,6753.5,182.56444107,1521,6751.0,6751.0,XBTUSD,318,18256444107,1232716,6752.6504
2018-04-10 01:00:00,6751.0,2602150,6758.5,385.23662275999993,185,6751.0,6753.0,XBTUSD,541,38523662276,2602150,6754.9311
2018-04-10 01:05:00,6736.5,5227735,6751.5,775.4309505700003,1000,6736.5,6751.0,XBTUSD,1174,77543095057,5227735,6741.7245
2018-04-10 01:10:00,6725.0,13382464,6737.0,1990.3526890199996,2000,6714.5,6736.5,XBTUSD,2415,199035268902,13382464,6724.0452
2018-04-10 01:15:00,6728.0,9505646,6728.5,1414.5064007700003,898,6715.0,6725.0,XBTUSD,1517,141450640077,9505646,6720.4301
2018-04-10 01:20:00,6721.0,3860955,6729.5,574.0286437899999,1000,6721.0,6728.0,XBTUSD,810,57402864379,3860955,6726.3066
